lambda_rel,birthdate_sd,birthmass_sd,v
0,-0.352813252861275,-1.17664765350643,0.508992390104023
1.84097519330024,-0.760448147327601,-0.724908541880012,0.508992390104023
1.5268256596502,-0.971836017253351,-0.447571653579315,1.3900802395358
1.7444654726534,-0.976233307089586,-0.186613365728409,1.57865439366597
0.979692852881888,-0.692005229249981,-0.858614104532777,1.55897434079831
0.782703212262094,-0.596396510618165,-0.958481218548726,1.47726392227951
0.76642189880126,-0.361688068835964,-1.17338120347631,1.36826960369436
0.892887587793603,-0.207102536661901,-1.22116257169948,1.22531989626951
0.905412759849398,-0.31276620818448,-1.20023263039066,1.0755542369826
1.11205793541174,-0.38313354213973,-1.3646591945999,0.878130620527796
0.817877244236955,-0.488164206313512,-1.29532157497928,0.700869029539366
0.49721109760976,-0.616797764605675,-1.21117376020129,0.544025718826197
2.24650165629218,-0.855516082461007,2.24089687034829,0.508992390104023
0.976425874687206,-0.961179753983586,2.26182681165712,1.3900802395358
1.00941327160215,-1.03154708793884,2.09740024744787,1.57865439366597
1.17045394413418,-1.13657775211262,2.16673786706849,1.55897434079831
1.16755327291385,-1.26521131040478,2.25088568184649,1.47726392227951
1.10658194688966,-1.32259917003595,2.20360373614861,1.36826960369436
1.03409497139231,-1.4850447931823,2.12026679451696,1.22531989626951
0.892656895688825,-1.50603827726121,2.05943978909001,1.0755542369826
0.93600010284742,-1.5145404205602,1.98307513599053,0.878130620527796
0,-1.51308187820126,2.03437254467667,0.700869029539366
0,1.78128320398336,-0.782423879861096,0.508992390104023
0,1.49054625924142,1.22509029161011,0.508992390104023
2.79431971485859,0.622641467361365,0.152012955675862,0.508992390104023
1.08190467156578,0.460195844215019,0.0686760140442072,1.3900802395358
0.973763476656861,0.439202360136103,0.00784900861725285,1.57865439366597
0.955684088365906,0.430700216837121,-0.0685156444822201,1.55897434079831
0.868251401093226,0.432158759196055,-0.0172182357960826,1.47726392227951
1.04150781592777,0.495418042710621,0.000878686793918094,1.36826960369436
1.06324674794859,0.413699127551704,-0.220021335886658,1.22531989626951
1.02861684800567,0.427088063564862,-0.32271217739431,1.0755542369826
0.92924540296947,0.507193330062647,-0.415589799061503,0.878130620527796
1.04615706981424,0.671513862182119,-0.409692969955667,0.700869029539366
2.47009502452568,-0.268939417875184,0.986808488779126,0.508992390104023
1.16814200432892,-0.158309177039074,0.971342209766471,1.3900802395358
0,-0.09650270000286,0.926918876600753,1.57865439366597
0,0.737905900451257,0.0364275116724356,0.508992390104023
2.33264523996435,-0.303323602186235,0.481981167395326,0.508992390104023
1.04278342088516,-0.139003070066764,0.487877996501162,1.3900802395358
1.03898319135571,0.0552673550243684,0.473910793660937,1.57865439366597
0.974692383077776,0.165897595860479,0.458444514648282,1.55897434079831
0.971287043645637,0.227704072896693,0.414021181482565,1.47726392227951
0.928704409506735,0.193952739656144,0.35003575710322,1.36826960369436
0.945491524030652,0.262887591593278,0.213126390456849,1.22531989626951
0.935815224240058,0.224179831050999,0.203809377731009,1.0755542369826
0.961891659307689,0.187341701219411,0.120661367860408,0.878130620527796
1.04605603795635,0.213972391493614,0.172468874778789,0.700869029539366
2.50745738954461,1.18659271019227,-1.62267305813487,0.508992390104023
2.66902382746519,0.265734944638853,0.0700803082300054,0.508992390104023
0.982330368089926,0.188958582834671,0.117658379749461,1.3900802395358
0.837689559836117,0.351050332493557,-0.00335125870122281,1.57865439366597
0.985183777228043,0.460649508305638,-0.0618713085299536,1.55897434079831
0.989207700975325,0.305241852079986,-0.085616624809373,1.47726392227951
0.993943449709817,0.302713517262675,-0.122922105681384,1.36826960369436
0,0.319002322394272,-0.151771841184679,1.22531989626951
2.45933853520607,0.305241852079986,-0.342065472368467,0.508992390104023
1.04369307662273,0.302713517262675,-0.379370953240478,1.3900802395358
0.879923928649134,0.319002322394272,-0.408220688743773,1.57865439366597
1.00151413758187,0.564978229624193,-0.43361326811962,1.55897434079831
0.167568156999618,0.58287864975554,-0.429398471610265,1.47726392227951
0,0.140610130812899,-0.635819800799572,0.508992390104023
0,-1.11162338876542,-0.794366241294309,0.508992390104023
2.3481220509295,0.0114405647150724,2.13360238787757,0.508992390104023
1.16081844121602,-0.0589267692401773,1.96917582366832,1.3900802395358
1.21040024864096,-0.163957433413959,2.03851344328894,1.57865439366597
1.18066779620815,-0.292590991706122,2.12266125806694,1.55897434079831
1.1239455411915,-0.349978851337294,2.07537931236907,1.47726392227951
0.177194981467824,-0.512424474483639,1.99204237073741,1.36826960369436
0,-0.778901151055451,-0.313602793744456,0.508992390104023
2.79431971485859,-1.32259917003595,1.04958392213269,0.508992390104023
1.08190467156578,-1.4850447931823,0.966246980501036,1.3900802395358
0.973763476656861,-1.50603827726121,0.905419975074081,1.57865439366597
0.955684088365906,-1.5145404205602,0.829055321974608,1.55897434079831
1.0297449235176,-1.51308187820126,0.880352730660746,1.47726392227951
1.04150781592777,-1.4498225946867,0.898449653250747,1.36826960369436
1.06324674794859,-1.53154150984561,0.677549630570171,1.22531989626951
0.797491228884754,-1.51815257383245,0.574858789062518,1.0755542369826
0.92924540296947,-1.43804730733467,0.481981167395326,0.878130620527796
1.04615706981424,-1.2737267752152,0.487877996501162,0.700869029539366
1.08343227875418,-1.07945635012407,0.473910793660937,0.544025718826197
1.48399056788229,-0.968826109287956,0.458444514648282,0.397186398930446
0.795706545448821,-0.907019632251742,0.414021181482565,0.318533411548458
0,-0.94077096549229,0.35003575710322,0.286654050173961
2.62999575531343,0.00910788336129199,0.7702252294712,0.508992390104023
1.11240423312754,-0.0726110317976251,0.549325206790624,1.3900802395358
0.964608343023261,-0.0592220957844671,0.446634365282972,1.57865439366597
0.948787337846964,0.0208831707133175,0.353756743615779,1.55897434079831
0,0.185203702832789,0.359653572721615,1.47726392227951
0,-0.190709866411499,-1.43309650106553,0.508992390104023
2.3481220509295,0.0114405647150724,0.210236031184363,0.508992390104023
1.16081844121602,-0.0589267692401773,0.0458094669751177,1.3900802395358
1.21040024864096,-0.163957433413959,0.115147086595734,1.57865439366597
